,name,pincode,cuisine,dietaryRestrictions,dishes,features,latitude,longitude,mealType,numberOfReviews,rankingDenominator,rankingPosition,rating,rawRanking,cuisine_category
7338,Sangam,560069,        ,   ,                       ,                            ,12.92845,77.60027,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7340,Zensation,560011,        ,   ,                       ,                            ,12.93914,77.58518,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7341,Pink Moon,,        ,   ,                       ,                            ,12.93064,77.6855,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7342,Dadar Vada Pav,560038,        ,   ,                       ,                            ,13.01259,77.49796,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7343,Sagar Deluxe,,Chinese        ,   ,                       ,                            ,12.92091,77.66485,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Chinese
7344,Hebb's Cake,560038,        ,   ,                       ,                            ,12.978,77.63958,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7345,Jai Karnataka Biryani Paradise,560045,Indian        ,   ,                       ,                            ,13.01032,77.6149,     ,1,5993.0,4759.0,4.0,3.00927186,Indian
7346,Toscano's,560010,        ,   ,                       ,                            ,13.011739,77.55584,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7347,MS Sweets,560021,        ,   ,                       ,                            ,12.99107,77.56787,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7348,Appannas Restaurant,560010,        ,   ,                       ,                            ,12.92119,77.57376,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7349,Creamy Destination,560100,        ,   ,                       ,                            ,12.9244,77.63145,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7350,Grandmart Bakery & Confectionaries,560038,        ,   ,                       ,                            ,12.98231,77.6393,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7352,Ice Berg,,        ,   ,                       ,                            ,12.9097,77.5857,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7353,Coke Counter,560069,        ,   ,                       ,                            ,12.92845,77.60027,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7354,Foodiz,560056,        ,   ,                       ,                            ,12.950481,77.49187,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7355,Lavanya Amboor Dum Biryani,560056,        ,   ,                       ,                            ,12.95142,77.4924,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7356,Indi-AH! Coffee,560080,        ,   ,                       ,                            ,13.00634,77.57888,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7357,Cravingz,560103,        ,   ,                       ,                            ,12.9407,77.69627,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7358,The Himalayans,560017,        ,   ,                       ,                            ,12.9577,77.65384,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7359,Juice and Salads,560029,        ,   ,                       ,                            ,12.85906,77.56933,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7361,Cafe Aloha,560029,        ,   ,                       ,                            ,12.93562,77.60804,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7363,Secret Of Fumo,560078,        ,   ,                       ,                            ,12.90961,77.56462,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7364,Friends Maggi Adda,560011,        ,   ,                       ,                            ,12.934802,77.585594,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7365,Amar Department Stores,560001,        ,   ,                       ,                            ,12.988231,77.60885,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7368,More Hypermart,560037,        ,   ,                       ,                            ,12.90639,77.57861,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7369,Frozenheit,560010,        ,   ,                       ,                            ,13.00482,77.54923,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7370,Cafe21,560068,        ,   ,                       ,                            ,12.915579,77.62056,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7371,The Weekly,560095,        ,   ,                       ,                            ,12.934933,77.60916,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7372,Chaat Street,560102,        ,   ,                       ,                            ,12.971565,77.64719,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7373,Shalon Fresh Chicken Centre,560018,        ,   ,                       ,                            ,12.96024,77.56056,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7374,Tella Tales,560095,        ,   ,                       ,                            ,12.93318,77.6139,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7375,One In A Melon,560095,        ,   ,                       ,                            ,12.934882,77.612976,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7376,Justbake Kadubeesanhalli,560103,        ,   ,                       ,                            ,12.92268,77.6701,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7377,Double Blend,560029,        ,   ,                       ,                            ,12.93252,77.61078,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7378,The Bucketlist Cafe,560103,        ,   ,                       ,                            ,12.926387,77.67015,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7379,Namaste,560076,        ,   ,                       ,                            ,12.91059,77.60647,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7380,Cafe Paradise,560042,        ,   ,                       ,                            ,12.988,77.61787,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7381,Melt,560076,        ,   ,                       ,                            ,12.89263,77.5967,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7382,The Salad Studio,560103,        ,   ,                       ,                            ,12.926875,77.671936,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7383,Madhu Cafe,560086,        ,   ,                       ,                            ,13.01635,77.5448,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7384,The Cafe Corner,560084,        ,   ,                       ,                            ,13.015092,77.63345,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7385,Nehal's Cooking Classes,560010,        ,   ,                       ,                            ,12.99955,77.55346,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7386,"Chin Lung Resto-bar, New Bel Rd",560054,        ,   ,                       ,                            ,13.029938,77.57071,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7387,Thirsty Tiger Pub & Grub,560078,        ,   ,                       ,                            ,12.894194,77.58171,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7388,Leia - Soul Food,560005,        ,   ,                       ,                            ,12.999528,77.62275,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7389,Chaayos,560103,        ,   ,                       ,                            ,12.92634,77.67171,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7390,Goila Butter Chicken - Varthur,560087,Indian        ,   ,                       ,Delivery BYOB                           ,12.92873,77.738144,Lunch Dinner    ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Indian
7391,Butterly,560076,        ,   ,                       ,                            ,12.95441,77.52285,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7392,Skywalk,560034,        ,   ,                       ,                            ,12.92519,77.6336,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7393,Kinara Restaurant,560103,        ,   ,                       ,                            ,12.92568,77.67641,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7394,Chaat Pakodi,560103,        ,   ,                       ,                            ,12.926652,77.673225,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7395,Kuther,176319,        ,   ,                       ,                            ,12.874316,77.58396,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7396,Raithula Ruchi At Bellandur,560103,        ,   ,                       ,                            ,12.92586,77.67676,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7397,Kolkataxpress,560103,        ,   ,                       ,                            ,12.926688,77.6779,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7398,Squeeze Juice Bar,560038,        ,   ,                       ,                            ,12.98107,77.64467,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7399,Payohima,560035,        ,   ,                       ,                            ,12.91416,77.67682,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
7400,Snehal's Cakes And Bakes,560103,        ,   ,                       ,                            ,12.91825,77.67078,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Generic
